Class Name,API Name,Number of Input Parameter,Input Parameter Types,List of Methods Invoked
Lcom/android/server/om/OverlayManagerService,setPriority,4,"[<Application,Lcom/android/server/om/OverlayManagerService$1>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Primordial,I>]","['access$500', 'restoreCallingIdentity', 'enforceChangeOverlayPackagesPermission', 'handleIncomingUser', 'access$300', 'clearCallingIdentity', 'setPriority']"
Lcom/android/server/tv/TvInputManagerService,acquireTvInputHardware,5,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Primordial,I>, <Application,Landroid/media/tv/ITvInputHardwareCallback>, <Application,Landroid/media/tv/TvInputInfo>, <Primordial,I>]","['getCallingUid', 'restoreCallingIdentity', 'access$4100', 'access$4300', 'checkCallingPermission', 'clearCallingIdentity', 'access$5600', 'acquireHardware', 'getCallingPid']"
Lcom/android/server/tv/TvInputManagerService,addBlockedRating,3,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Ljava/lang/String>, <Primordial,I>]","['getCallingUid', 'unflattenFromString', 'restoreCallingIdentity', 'access$4100', 'access$200', 'access$4200', 'ensureParentalControlsPermission', 'clearCallingIdentity', 'access$4500', 'addBlockedRating', 'getCallingPid']"
Lcom/android/server/tv/TvInputManagerService,captureFrame,5,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Ljava/lang/String>, <Application,Landroid/view/Surface>, <Application,Landroid/media/tv/TvStreamConfig>, <Primordial,I>]","['next', 'getCallingUid', 'restoreCallingIdentity', 'access$4100', 'access$200', 'e', 'access$4200', 'values', 'hasNext', '<init>', 'captureFrame', 'iterator', 'ensureCaptureTvInputPermission', 'get', 'equals', 'clearCallingIdentity', 'access$1200', 'toString', 'access$3600', 'access$5600', 'getCallingPid', 'access$1600', 'access$2700', 'append']"
Lcom/android/server/tv/TvInputManagerService,createOverlayView,5,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Landroid/os/IBinder>, <Application,Landroid/os/IBinder>, <Application,Landroid/graphics/Rect>, <Primordial,I>]","['getCallingUid', 'restoreCallingIdentity', 'access$4100', 'access$200', 'access$5400', 'e', 'clearCallingIdentity', 'createOverlayView', 'getCallingPid']"
Lcom/android/server/tv/TvInputManagerService,createSession,6,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Landroid/media/tv/ITvInputClient>, <Application,Ljava/lang/String>, <Primordial,Z>, <Primordial,I>, <Primordial,I>]","['getCallingUid', 'getId', 'put', 'get', 'access$4600', 'access$4900', 'access$4800', 'add', 'restoreCallingIdentity', 'access$4100', 'access$300', 'access$200', 'access$4200', 'access$2100', '<init>', 'access$900', 'access$1900', 'w', 'clearCallingIdentity', 'access$1200', 'access$3300', 'toString', 'access$1400', 'getComponent', 'getCallingPid', 'access$1600', 'append']"
Lcom/android/server/tv/TvInputManagerService,dispatchSurfaceChanged,6,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Landroid/os/IBinder>, <Primordial,I>, <Primordial,I>, <Primordial,I>, <Primordial,I>]","['getCallingUid', 'restoreCallingIdentity', 'access$4100', 'access$5300', 'access$200', 'access$5400', 'e', 'access$5200', 'clearCallingIdentity', 'dispatchSurfaceChanged', 'getCallingPid', 'access$2700']"
Lcom/android/server/tv/TvInputManagerService,getAvailableTvStreamConfigList,3,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Ljava/lang/String>, <Primordial,I>]","['getCallingUid', 'restoreCallingIdentity', 'access$4100', 'ensureCaptureTvInputPermission', 'getAvailableTvStreamConfigList', 'clearCallingIdentity', 'access$5600', 'getCallingPid']"
Lcom/android/server/tv/TvInputManagerService,getBlockedRatings,2,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Primordial,I>]","['add', 'getCallingUid', 'restoreCallingIdentity', 'access$4100', 'flattenToString', 'access$200', 'access$4200', 'clearCallingIdentity', 'access$4500', '<init>', 'getCallingPid', 'getBlockedRatings']"
Lcom/android/server/tv/TvInputManagerService,getDvbDeviceList,1,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>]","['add', 'restoreCallingIdentity', 'access$4300', 'isEmpty', '<init>', 'list', 'matcher', 'parseInt', 'unmodifiableList', 'find', 'checkCallingPermission', 'equals', 'clearCallingIdentity', 'access$5700', 'access$5800', 'toString', 'append', 'access$5900', 'group']"
Lcom/android/server/tv/TvInputManagerService,getHardwareList,1,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>]","['restoreCallingIdentity', 'getHardwareList', 'access$4300', 'checkCallingPermission', 'clearCallingIdentity', 'access$5600']"
Lcom/android/server/tv/TvInputManagerService,getTvContentRatingSystemList,2,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Primordial,I>]","['getCallingUid', 'restoreCallingIdentity', 'access$4100', 'access$200', 'access$4300', 'checkCallingPermission', 'access$4200', 'clearCallingIdentity', 'access$1500', '<init>', 'getCallingPid']"
Lcom/android/server/tv/TvInputManagerService,getTvInputInfo,3,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Ljava/lang/String>, <Primordial,I>]","['getCallingUid', 'restoreCallingIdentity', 'access$4100', 'access$200', 'access$4200', 'get', 'clearCallingIdentity', 'access$1200', 'access$1400', 'getCallingPid']"
Lcom/android/server/tv/TvInputManagerService,getTvInputList,2,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Primordial,I>]","['next', 'add', 'getCallingUid', 'restoreCallingIdentity', 'access$4100', 'access$200', 'access$4200', 'values', 'hasNext', '<init>', 'iterator', 'clearCallingIdentity', 'access$1200', 'access$1400', 'getCallingPid']"
Lcom/android/server/tv/TvInputManagerService,getTvInputState,3,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Ljava/lang/String>, <Primordial,I>]","['getCallingUid', 'restoreCallingIdentity', 'access$4100', 'access$200', 'access$4000', 'access$4200', 'get', 'clearCallingIdentity', 'access$1200', 'getCallingPid']"
Lcom/android/server/tv/TvInputManagerService,isParentalControlsEnabled,2,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Primordial,I>]","['isParentalControlsEnabled', 'getCallingUid', 'restoreCallingIdentity', 'access$4100', 'access$200', 'access$4200', 'clearCallingIdentity', 'access$4500', 'getCallingPid']"
Lcom/android/server/tv/TvInputManagerService,isRatingBlocked,3,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Ljava/lang/String>, <Primordial,I>]","['getCallingUid', 'unflattenFromString', 'restoreCallingIdentity', 'access$4100', 'access$200', 'access$4200', 'clearCallingIdentity', 'access$4500', 'getCallingPid', 'isRatingBlocked']"
Lcom/android/server/tv/TvInputManagerService,isSingleSessionActive,2,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Primordial,I>]","['getCallingUid', 'restoreCallingIdentity', 'access$4100', 'access$200', 'access$4200', 'values', 'size', 'ensureCaptureTvInputPermission', 'clearCallingIdentity', 'toArray', 'getCallingPid', 'access$1600', 'access$2700']"
Lcom/android/server/tv/TvInputManagerService,openDvbDevice,3,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Landroid/media/tv/DvbDeviceInfo>, <Primordial,I>]","['restoreCallingIdentity', 'access$4300', 'valueOf', 'format', 'getAdapterId', '<init>', 'list', 'matcher', 'getDeviceId', 'find', 'checkCallingPermission', 'equals', 'clearCallingIdentity', 'access$5800', 'toString', 'append', 'access$5900', 'open']"
Lcom/android/server/tv/TvInputManagerService,registerCallback,3,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Landroid/media/tv/ITvInputManagerCallback>, <Primordial,I>]","['add', 'getCallingUid', 'restoreCallingIdentity', 'access$4100', 'access$200', 'asBinder', 'e', 'access$4200', '<init>', 'clearCallingIdentity', 'linkToDeath', 'getCallingPid', 'access$2900']"
Lcom/android/server/tv/TvInputManagerService,relayoutOverlayView,4,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Landroid/os/IBinder>, <Application,Landroid/graphics/Rect>, <Primordial,I>]","['relayoutOverlayView', 'getCallingUid', 'restoreCallingIdentity', 'access$4100', 'access$200', 'access$5400', 'e', 'clearCallingIdentity', 'getCallingPid']"
Lcom/android/server/tv/TvInputManagerService,releaseSession,3,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Landroid/os/IBinder>, <Primordial,I>]","['access$5000', 'getCallingUid', 'restoreCallingIdentity', 'access$4100', 'access$200', 'clearCallingIdentity', 'getCallingPid']"
Lcom/android/server/tv/TvInputManagerService,releaseTvInputHardware,4,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Primordial,I>, <Application,Landroid/media/tv/ITvInputHardware>, <Primordial,I>]","['getCallingUid', 'restoreCallingIdentity', 'access$4100', 'releaseHardware', 'access$4300', 'checkCallingPermission', 'clearCallingIdentity', 'access$5600', 'getCallingPid']"
Lcom/android/server/tv/TvInputManagerService,removeBlockedRating,3,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Ljava/lang/String>, <Primordial,I>]","['getCallingUid', 'unflattenFromString', 'restoreCallingIdentity', 'access$4100', 'access$200', 'access$4200', 'ensureParentalControlsPermission', 'clearCallingIdentity', 'access$4500', 'getCallingPid', 'removeBlockedRating']"
Lcom/android/server/tv/TvInputManagerService,removeOverlayView,3,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Landroid/os/IBinder>, <Primordial,I>]","['getCallingUid', 'restoreCallingIdentity', 'access$4100', 'access$200', 'access$5400', 'e', 'clearCallingIdentity', 'getCallingPid', 'removeOverlayView']"
Lcom/android/server/tv/TvInputManagerService,requestChannelBrowsable,3,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Landroid/net/Uri>, <Primordial,I>]","['next', 'getCallingUid', 'restoreCallingIdentity', 'access$4100', 'setPackage', 'sendBroadcastAsUser', 'hasNext', '<init>', 'iterator', 'parseId', 'putExtra', 'getCallingPackageName', 'queryBroadcastReceivers', 'clearCallingIdentity', 'getPackageManager', 'getCallingPid', 'getContext']"
Lcom/android/server/tv/TvInputManagerService,selectTrack,5,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Landroid/os/IBinder>, <Primordial,I>, <Application,Ljava/lang/String>, <Primordial,I>]","['getCallingUid', 'restoreCallingIdentity', 'access$4100', 'selectTrack', 'access$200', 'access$5400', 'e', 'clearCallingIdentity', 'getCallingPid']"
Lcom/android/server/tv/TvInputManagerService,sendAppPrivateCommand,5,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Landroid/os/IBinder>, <Application,Ljava/lang/String>, <Application,Landroid/os/Bundle>, <Primordial,I>]","['getCallingUid', 'restoreCallingIdentity', 'access$4100', 'access$200', 'access$5400', 'e', 'clearCallingIdentity', 'getCallingPid', 'appPrivateCommand']"
Lcom/android/server/tv/TvInputManagerService,sendTvInputNotifyIntent,3,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Landroid/content/Intent>, <Primordial,I>]","['getPackage', 'getCallingUid', 'restoreCallingIdentity', 'access$4100', 'access$4300', 'sendBroadcastAsUser', 'isEmpty', 'getAction', '<init>', 'getCallingPackageName', 'hashCode', 'checkCallingPermission', 'equals', 'clearCallingIdentity', 'toString', 'getLongExtra', 'getCallingPid', 'getContext', 'append']"
Lcom/android/server/tv/TvInputManagerService,setCaptionEnabled,4,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Landroid/os/IBinder>, <Primordial,Z>, <Primordial,I>]","['getCallingUid', 'restoreCallingIdentity', 'access$4100', 'access$200', 'access$5400', 'e', 'clearCallingIdentity', 'setCaptionEnabled', 'getCallingPid']"
Lcom/android/server/tv/TvInputManagerService,setMainSession,3,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Landroid/os/IBinder>, <Primordial,I>]","['getCallingUid', 'restoreCallingIdentity', 'access$4100', 'access$3000', 'access$200', 'access$4300', 'access$3002', 'access$5100', 'access$4200', '<init>', 'checkCallingPermission', 'clearCallingIdentity', 'getCallingPid']"
Lcom/android/server/tv/TvInputManagerService,setParentalControlsEnabled,3,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Primordial,Z>, <Primordial,I>]","['getCallingUid', 'restoreCallingIdentity', 'access$4100', 'access$200', 'access$4200', 'ensureParentalControlsPermission', 'clearCallingIdentity', 'access$4500', 'setParentalControlsEnabled', 'getCallingPid']"
Lcom/android/server/tv/TvInputManagerService,setSurface,4,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Landroid/os/IBinder>, <Application,Landroid/view/Surface>, <Primordial,I>]","['getCallingUid', 'restoreCallingIdentity', 'setSurface', 'access$4100', 'access$5300', 'access$200', 'access$5400', 'e', 'release', 'access$5200', 'clearCallingIdentity', 'getCallingPid', 'access$2700']"
Lcom/android/server/tv/TvInputManagerService,setVolume,4,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Landroid/os/IBinder>, <Primordial,F>, <Primordial,I>]","['getCallingUid', 'restoreCallingIdentity', 'access$4100', 'access$5300', 'access$200', 'access$5400', 'e', 'access$5200', 'clearCallingIdentity', 'setVolume', 'getCallingPid', 'access$2700']"
Lcom/android/server/tv/TvInputManagerService,startRecording,4,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Landroid/os/IBinder>, <Application,Landroid/net/Uri>, <Primordial,I>]","['getCallingUid', 'restoreCallingIdentity', 'access$4100', 'access$200', 'access$5400', 'e', 'startRecording', 'clearCallingIdentity', 'getCallingPid']"
Lcom/android/server/tv/TvInputManagerService,stopRecording,3,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Landroid/os/IBinder>, <Primordial,I>]","['getCallingUid', 'restoreCallingIdentity', 'access$4100', 'access$200', 'access$5400', 'e', 'clearCallingIdentity', 'getCallingPid', 'stopRecording']"
Lcom/android/server/tv/TvInputManagerService,timeShiftEnablePositionTracking,4,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Landroid/os/IBinder>, <Primordial,Z>, <Primordial,I>]","['getCallingUid', 'restoreCallingIdentity', 'access$4100', 'timeShiftEnablePositionTracking', 'access$200', 'access$5400', 'e', 'clearCallingIdentity', 'getCallingPid']"
Lcom/android/server/tv/TvInputManagerService,timeShiftPause,3,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Landroid/os/IBinder>, <Primordial,I>]","['getCallingUid', 'restoreCallingIdentity', 'access$4100', 'access$200', 'access$5400', 'e', 'timeShiftPause', 'clearCallingIdentity', 'getCallingPid']"
Lcom/android/server/tv/TvInputManagerService,timeShiftPlay,4,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Landroid/os/IBinder>, <Application,Landroid/net/Uri>, <Primordial,I>]","['getCallingUid', 'restoreCallingIdentity', 'access$4100', 'access$200', 'access$5400', 'e', 'clearCallingIdentity', 'getCallingPid', 'timeShiftPlay']"
Lcom/android/server/tv/TvInputManagerService,timeShiftResume,3,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Landroid/os/IBinder>, <Primordial,I>]","['getCallingUid', 'restoreCallingIdentity', 'access$4100', 'access$200', 'access$5400', 'e', 'clearCallingIdentity', 'timeShiftResume', 'getCallingPid']"
Lcom/android/server/tv/TvInputManagerService,timeShiftSeekTo,4,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Landroid/os/IBinder>, <Primordial,J>, <Primordial,I>]","['getCallingUid', 'restoreCallingIdentity', 'access$4100', 'access$200', 'access$5400', 'timeShiftSeekTo', 'e', 'clearCallingIdentity', 'getCallingPid']"
Lcom/android/server/tv/TvInputManagerService,timeShiftSetPlaybackParams,4,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Landroid/os/IBinder>, <Application,Landroid/media/PlaybackParams>, <Primordial,I>]","['getCallingUid', 'restoreCallingIdentity', 'access$4100', 'access$200', 'access$5400', 'e', 'clearCallingIdentity', 'timeShiftSetPlaybackParams', 'getCallingPid']"
Lcom/android/server/tv/TvInputManagerService,tune,5,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Landroid/os/IBinder>, <Application,Landroid/net/Uri>, <Application,Landroid/os/Bundle>, <Primordial,I>]","['obtain', 'getCallingUid', 'restoreCallingIdentity', 'access$4100', 'access$200', 'access$5400', 'e', 'valueOf', 'access$4200', 'tune', 'isChannelUriForPassthroughInput', 'parseId', 'get', 'currentTimeMillis', 'clearCallingIdentity', 'access$5500', 'getPackageName', 'getCallingPid', 'access$1600', 'obtainMessage', 'access$1800', 'access$3900', 'sendToTarget']"
